s,x,y,curvature
1.979985704074338770e-01,8.173707460616574938e-02,4.679605562495021687e-01,4.107572495188160815e+02
1.987133666904932205e-01,8.448772737212954798e-02,4.677287656330009757e-01,-8.945543181380659803e+01
1.994281629735525363e-01,8.733482157210964436e-02,4.677709767065396096e-01,-7.057390847885839094e+02
2.001429592566118798e-01,8.960828843931908927e-02,4.661834489999172604e-01,6.047892704031158928e+02
2.008577555396711956e-01,9.251279325391816022e-02,4.663887729049303599e-01,-5.913316399005049107e+02
2.015725518227305391e-01,9.478675055924230819e-02,4.648025906444063771e-01,7.230756184466691820e+02
2.022873481057898548e-01,9.763192100533571449e-02,4.648393349368191707e-01,8.546252237181235500e+01
2.030021443888491706e-01,1.003861850345236228e-01,4.646177897810921387e-01,-4.259837500451607184e+02
2.037169406719085141e-01,1.027614480790820656e-01,4.633194327661583345e-01,1.840680027364580553e+02
2.044317369549678298e-01,1.056223559957021330e-01,4.634008990616308443e-01,2.769522284706412307e+01
