s,x,y,curvature
1.025512756378189061e-01,2.032888165592265650e-01,7.788510673856666733e-01,-1.183674927850027672e+02
1.030515257628814296e-01,2.032581630206700130e-01,7.770564091414507990e-01,2.404930748757226766e+01
1.035517758879439670e-01,2.033040808495724105e-01,7.752650616512138937e-01,1.224302598715870083e+01
1.040520260130064906e-01,2.033867809042238239e-01,7.735225738794143657e-01,1.317006573877654141e+01
1.045522761380690280e-01,2.035056986038748794e-01,7.718287786929921568e-01,1.416521314971072698e+01
1.050525262631315515e-01,2.036605427437709337e-01,7.701832511417527893e-01,1.523082103503534057e+01
1.055527763881940889e-01,2.038510221191575655e-01,7.685855662755032291e-01,1.636847882956276123e+01
1.060530265132566263e-01,2.040768455252801317e-01,7.670352991440485546e-01,1.757875126918883524e+01
1.065532766383191499e-01,2.043377217573840166e-01,7.655320247971951764e-01,1.886087715692193711e+01
1.070535267633816873e-01,2.046333596107147712e-01,7.640753182847497271e-01,2.021243254397182554e+01
1.075537768884442108e-01,2.049634678805177801e-01,7.626647546565173963e-01,2.162896783608641016e+01
1.080540270135067482e-01,2.053277553620384832e-01,7.612999089623048166e-01,2.310363501735832159e+01
1.085542771385692717e-01,2.057259308505222928e-01,7.599803562519179545e-01,2.462682919371626156e+01
1.090545272636318092e-01,2.061577031412147043e-01,7.587056715751625546e-01,2.618587745514274090e+01
1.095547773886943327e-01,2.066227810293610190e-01,7.574754299818449166e-01,2.776481660880049063e+01
1.100550275137568701e-01,2.071208733102068711e-01,7.562892065217713400e-01,2.934430805340350545e+01
1.105552776388194075e-01,2.076516887789975896e-01,7.551465762447474583e-01,3.090174084135764332e+01
1.110555277638819310e-01,2.082149362309785590e-01,7.540471142005799043e-01,3.241157042171707303e+01
1.115557778889444684e-01,2.088103244613953302e-01,7.529903954390739784e-01,3.384592848276570010e+01
1.120560280140069920e-01,2.094375622654933156e-01,7.519759950100364243e-01,3.517551743243040363e+01
1.125562781390695294e-01,2.100963584385178995e-01,7.510034879632729865e-01,3.637077180773262342e+01
1.130565282641320529e-01,2.107864217757145497e-01,7.500724493485897426e-01,3.740323113764469554e+01
1.135567783891945903e-01,2.115074610723287063e-01,7.491824542157926592e-01,3.824702995002786565e+01
1.140570285142571139e-01,2.122591851236058369e-01,7.483330776146881469e-01,3.888037817506245375e+01
1.145572786393196513e-01,2.130413027247913260e-01,7.475238945950819502e-01,3.928688712093370583e+01
1.150575287643821887e-01,2.138535226711306414e-01,7.467544802067803689e-01,3.945659879011601134e+01
1.155577788894447122e-01,2.146955537578691675e-01,7.460244094995893693e-01,3.938660203554185557e+01
1.160580290145072496e-01,2.155671047802524831e-01,7.453332575233149182e-01,3.908116520010673156e+01
1.165582791395697732e-01,2.164678845335258617e-01,7.446805993277633151e-01,3.855137366906787832e+01
1.170585292646323106e-01,2.173976018129347709e-01,7.440660099627403046e-01,3.781432117543204896e+01
1.175587793896948341e-01,2.183559654137247619e-01,7.434890644780521862e-01,3.689195438572515684e+01
1.180590295147573715e-01,2.193426841311411635e-01,7.429493379235050377e-01,3.580970258615425195e+01
1.185592796398198950e-01,2.203574667604294157e-01,7.424464053489048254e-01,3.459503423134417233e+01
1.190595297648824324e-01,2.214000220968350696e-01,7.419798418040577381e-01,3.327607092508046804e+01
1.195597798899449699e-01,2.224700589356033986e-01,7.415492223387695203e-01,3.188036238420675161e+01
1.200600300150074934e-01,2.235672860719799537e-01,7.411541220028466936e-01,3.043389048957419973e+01
1.205602801400700308e-01,2.246914123012101749e-01,7.407941158460951137e-01,2.896033401078796388e+01
1.210605302651325543e-01,2.258421464185393912e-01,7.404687789183206359e-01,2.748059374037254443e+01
1.215607803901950917e-01,2.270191972192131535e-01,7.401776862693295600e-01,2.601255395453617325e+01
1.220610305152576153e-01,2.282222734984768187e-01,7.399204129489279635e-01,2.457104136758798418e+01
